/tc2,81691.0546875,81691.182220154
/tc1,81691.0546875,81691.188807713
/tc2,81691.09375,81691.211874677
/tc1,81691.09375,81691.212462154
/tc2,81691.1328125,81691.24971961
/tc1,81691.1328125,81691.250393243
/tc2,81691.171875,81691.291067938
/tc1,81691.171875,81691.292016188
/tc2,81691.2109375,81691.330211544
/tc1,81691.2109375,81691.331428371
/tc2,81691.25,81691.368124885
/tc1,81691.25,81691.36867602
/tc2,81691.296875,81691.411418041
/tc1,81691.296875,81691.412033072
/tc2,81691.3359375,81691.44965747
/tc1,81691.3359375,81691.450167636
/tc2,81691.3671875,81691.486243838
/tc1,81691.3671875,81691.486655742
/tc2,81691.4140625,81691.529376946
/tc1,81691.4140625,81691.529922064
/tc2,81691.453125,81691.567458324
/tc1,81691.453125,81691.567969109
/tc2,81691.4921875,81691.610505519
/tc1,81691.4921875,81691.611797574
/tc2,81691.53125,81691.64861612
/tc1,81691.53125,81691.649833072
/tc2,81691.5703125,81691.687046813
/tc1,81691.5703125,81691.687833559
/tc2,81691.6171875,81691.730939847
/tc1,81691.6171875,81691.732235573
/tc2,81691.65625,81691.768343119
/tc1,81691.65625,81691.768852608
/tc2,81691.6953125,81691.811484332
/tc1,81691.6953125,81691.81216223
/tc2,81691.734375,81691.848126345
/tc1,81691.734375,81691.84861828
/tc2,81691.7734375,81691.891585392
/tc1,81691.7734375,81691.89225366
/tc2,81691.8125,81691.929480629
/tc1,81691.8125,81691.930087032
/tc2,81691.8515625,81691.967606233
/tc1,81691.8515625,81691.968090743
/tc2,81691.8984375,81691.011382735
/tc1,81691.8984375,81691.012828597
/tc2,81691.9375,81691.049800332
/tc1,81691.9375,81691.050272587
/tc2,81691.96875,81691.087556761
/tc1,81691.96875,81691.088912619
/tc2,81692.015625,81692.131540068
/tc1,81692.015625,81692.132024945
/tc2,81692.0546875,81692.169574085
/tc1,81692.0546875,81692.170281831
/tc2,81692.09375,81692.212335226
/tc1,81692.09375,81692.212961
/tc2,81692.1328125,81692.250619229
/tc1,81692.1328125,81692.251123064
/tc2,81692.171875,81692.288569647
/tc1,81692.171875,81692.289247944
/tc2,81692.2109375,81692.326758181
/tc1,81692.2109375,81692.327326656
/tc2,81692.2578125,81692.369877285
/tc1,81692.2578125,81692.370534821
/tc2,81692.2890625,81692.408334031
/tc1,81692.2890625,81692.408966004
/tc2,81692.3359375,81692.452241949
/tc1,81692.3359375,81692.453489681
/tc2,81692.375,81692.490305179
/tc1,81692.375,81692.490903988
/tc2,81692.4140625,81692.528043643
/tc1,81692.4140625,81692.528670459
/tc2,81692.453125,81692.57150403
/tc1,81692.453125,81692.572182996
/tc2,81692.4921875,81692.60920774
/tc1,81692.4921875,81692.610435041
/tc2,81692.53125,81692.647702313
/tc1,81692.53125,81692.648279628
/tc2,81692.5703125,81692.686868266
/tc1,81692.5703125,81692.687647519
/tc2,81692.6171875,81692.730724808
/tc1,81692.6171875,81692.731306012
/tc2,81692.65625,81692.768431838
/tc1,81692.65625,81692.769041156
/tc2,81692.6953125,81692.810399214
/tc1,81692.6953125,81692.811820778
/tc2,81692.734375,81692.848479373
/tc1,81692.734375,81692.849502996
