/tc2,81316.9765625,81316.088142739
/tc1,81316.9765625,81316.089141682
/tc2,81317.015625,81317.123018348
/tc1,81317.015625,81317.123785746
/tc2,81317.0546875,81317.160380945
/tc1,81317.0546875,81317.161249397
/tc2,81317.09375,81317.20304496
/tc1,81317.09375,81317.203525227
/tc2,81317.1328125,81317.240446362
/tc1,81317.1328125,81317.241577745
/tc2,81317.171875,81317.278216054
/tc1,81317.171875,81317.278951896
/tc2,81317.2109375,81317.321471187
/tc1,81317.2109375,81317.322005297
/tc2,81317.25,81317.360178057
/tc1,81317.25,81317.361243264
/tc2,81317.2890625,81317.398964855
/tc1,81317.2890625,81317.399501834
/tc2,81317.3359375,81317.441885168
/tc1,81317.3359375,81317.442942905
/tc2,81317.375,81317.479392117
/tc1,81317.375,81317.480447208
/tc2,81317.4140625,81317.522934657
/tc1,81317.4140625,81317.523575656
/tc2,81317.453125,81317.56005116
/tc1,81317.453125,81317.560623144
/tc2,81317.4921875,81317.603052334
/tc1,81317.4921875,81317.603466458
/tc2,81317.53125,81317.640630892
/tc1,81317.53125,81317.641268705
/tc2,81317.5703125,81317.678954432
/tc1,81317.5703125,81317.680085857
/tc2,81317.609375,81317.717477407
/tc1,81317.609375,81317.717999157
/tc2,81317.65625,81317.76135779
/tc1,81317.65625,81317.76195999
/tc2,81317.6953125,81317.79949254
/tc1,81317.6953125,81317.799967484
/tc2,81317.734375,81317.842806653
/tc1,81317.734375,81317.843444005
/tc2,81317.7734375,81317.880473461
/tc1,81317.7734375,81317.88111018
/tc2,81317.8125,81317.918500265
/tc1,81317.8125,81317.919758347
/tc2,81317.8515625,81317.962026798
/tc1,81317.8515625,81317.962507816
/tc2,81317.890625,81317.000072491
/tc1,81317.890625,81317.000606283
/tc2,81317.9375,81317.043435052
/tc1,81317.9375,81317.044188938
/tc2,81317.9765625,81317.081552049
/tc1,81317.9765625,81317.08274025
/tc2,81318.015625,81318.11969689
/tc1,81318.015625,81318.120236124
/tc2,81318.0546875,81318.163731932
/tc1,81318.0546875,81318.164322183
/tc2,81318.09375,81318.202032943
/tc1,81318.09375,81318.202806839
/tc2,81318.1328125,81318.240090738
/tc1,81318.1328125,81318.240758473
/tc2,81318.171875,81318.278878511
/tc1,81318.171875,81318.279288787
/tc2,81318.21875,81318.323330666
/tc1,81318.21875,81318.324049371
/tc2,81318.2578125,81318.36149698
/tc1,81318.2578125,81318.362125771
/tc2,81318.2890625,81318.399591667
/tc1,81318.2890625,81318.400281159
/tc2,81318.3359375,81318.442393328
/tc1,81318.3359375,81318.443124975
/tc2,81318.375,81318.47915538
/tc1,81318.375,81318.479631369
/tc2,81318.4140625,81318.522830841
/tc1,81318.4140625,81318.524453857
/tc2,81318.453125,81318.670477811
/tc1,81318.453125,81318.671054422
/tc2,81318.5,81318.675213343
/tc1,81318.5,81318.675862822
/tc2,81318.53125,81318.683586377
/tc1,81318.53125,81318.683961643
/tc2,81318.5703125,81318.689538374
/tc1,81318.5703125,81318.690186606
/tc2,81318.6171875,81318.723409863
/tc1,81318.6171875,81318.724995108
/tc2,81318.65625,81318.761521797
/tc1,81318.65625,81318.761909785
/tc2,81318.6953125,81318.79899796
/tc1,81318.6953125,81318.799431264
/tc2,81318.734375,81318.842401248
/tc1,81318.734375,81318.842822841
/tc2,81318.7734375,81318.88025924
/tc1,81318.7734375,81318.880798051
/tc2,81318.8125,81318.91798653
/tc1,81318.8125,81318.918543849
/tc2,81318.8515625,81318.961401532
/tc1,81318.8515625,81318.961966137
/tc2,81318.890625,81318.001069037
/tc1,81318.890625,81318.001770732
/tc2,81318.9296875,81318.039034048
/tc1,81318.9296875,81318.039631816
/tc2,81318.9765625,81318.084013682
/tc1,81318.9765625,81318.084445033
/tc2,81319.015625,81319.121860201
/tc1,81319.015625,81319.122519343
/tc2,81319.0546875,81319.159803893
/tc1,81319.0546875,81319.16022539
/tc2,81319.09375,81319.197981708
/tc1,81319.09375,81319.198848982
/tc2,81319.1328125,81319.242154434
/tc1,81319.1328125,81319.242904297
/tc2,81319.171875,81319.280856432
/tc1,81319.171875,81319.281289111
/tc2,81319.2109375,81319.319726643
/tc1,81319.2109375,81319.320533385
/tc2,81319.2578125,81319.363958755
/tc1,81319.2578125,81319.364446255
/tc2,81319.296875,81319.402481932
/tc1,81319.296875,81319.402997078
/tc2,81319.3359375,81319.440695625
/tc1,81319.3359375,81319.441144544
/tc2,81319.375,81319.480150219
/tc1,81319.375,81319.480805336
/tc2,81319.4140625,81319.523027792
/tc1,81319.4140625,81319.523751904
/tc2,81319.453125,81319.560291669
/tc1,81319.453125,81319.560834866
/tc2,81319.4921875,81319.598680803
/tc1,81319.4921875,81319.599298097
/tc2,81319.53125,81319.641240375
/tc1,81319.53125,81319.642105999
/tc2,81319.5703125,81319.678655137
/tc1,81319.5703125,81319.679076555
/tc2,81319.6171875,81319.721484727
/tc1,81319.6171875,81319.722089307
/tc2,81319.6484375,81319.758947167
/tc1,81319.6484375,81319.759471088
/tc2,81319.6953125,81319.802945062
/tc1,81319.6953125,81319.803402189
/tc2,81319.734375,81319.840543443
/tc1,81319.734375,81319.84100996
/tc2,81319.7734375,81319.88006658
/tc1,81319.7734375,81319.880630931
/tc2,81319.8125,81319.918089692
/tc1,81319.8125,81319.918660948
/tc2,81319.8515625,81319.961086162
/tc1,81319.8515625,81319.961577668
/tc2,81319.8984375,81319.004636041
/tc1,81319.8984375,81319.005357529
/tc2,81319.9375,81319.042005978
/tc1,81319.9375,81319.042531767
/tc2,81319.9765625,81319.081325328
/tc1,81319.9765625,81319.08172007
/tc2,81320.015625,81320.119751971
/tc1,81320.015625,81320.120446813
/tc2,81320.0546875,81320.162967611
/tc1,81320.0546875,81320.163449516
/tc2,81320.09375,81320.200993104
/tc1,81320.09375,81320.20154897
/tc2,81320.1328125,81320.239124797
/tc1,81320.1328125,81320.239589186
/tc2,81320.171875,81320.28224079
/tc1,81320.171875,81320.282693694
/tc2,81320.2109375,81320.321285834
/tc1,81320.2109375,81320.322661799
/tc2,81320.25,81320.359353131
/tc1,81320.25,81320.35977667
/tc2,81320.296875,81320.402546216
/tc1,81320.296875,81320.403684194
/tc2,81320.3359375,81320.440605431
/tc1,81320.3359375,81320.442114733
/tc2,81320.375,81320.478967107
/tc1,81320.375,81320.47958326
/tc2,81320.4140625,81320.523036958
/tc1,81320.4140625,81320.523762698
/tc2,81320.453125,81320.562682846
/tc1,81320.453125,81320.564215264
/tc2,81320.4921875,81320.600988022
/tc1,81320.4921875,81320.601515862
/tc2,81320.53125,81320.638825216
/tc1,81320.53125,81320.639234053
/tc2,81320.578125,81320.682608974
/tc1,81320.578125,81320.683267618
/tc2,81320.6171875,81320.72113751
/tc1,81320.6171875,81320.721592449
/tc2,81320.6484375,81320.759440206
/tc1,81320.65625,81320.759971966
/tc2,81320.6953125,81320.802903249
/tc1,81320.6953125,81320.80336559
/tc2,81320.734375,81320.84150578
/tc1,81320.734375,81320.842031562
/tc2,81320.7734375,81320.879341098
/tc1,81320.7734375,81320.880036098
/tc2,81320.8125,81320.918462634
/tc1,81320.8125,81320.919008195
/tc2,81320.8515625,81320.961278651
/tc1,81320.8515625,81320.961738212
/tc2,81320.890625,81320.998930164
/tc1,81320.890625,81320.999545908
/tc2,81320.9375,81320.04277368
/tc1,81320.9375,81320.043239182
/tc2,81320.9765625,81320.081026129
/tc1,81320.9765625,81320.081554514
/tc2,81321.0078125,81321.118671783
/tc1,81321.0078125,81321.119152347
/tc2,81321.0546875,81321.16202118
/tc1,81321.0546875,81321.162474442
/tc2,81321.09375,81321.200179638
/tc1,81321.09375,81321.200880358
/tc2,81321.1328125,81321.238947329
/tc1,81321.1328125,81321.2394592
/tc2,81321.1796875,81321.283858832
/tc1,81321.1796875,81321.284667559
/tc2,81321.2109375,81321.321692294
/tc1,81321.2109375,81321.322240065
/tc2,81321.25,81321.360359701
/tc1,81321.25,81321.360849006
/tc2,81321.2890625,81321.398672647
/tc1,81321.2890625,81321.399208116
/tc2,81321.3359375,81321.44229689
/tc1,81321.3359375,81321.443088587
/tc2,81321.375,81321.480883641
/tc1,81321.375,81321.481433611
/tc2,81321.4140625,81321.519451626
/tc1,81321.4140625,81321.519979491
/tc2,81321.453125,81321.557748745
/tc1,81321.453125,81321.558197768
/tc2,81321.4921875,81321.600726358
/tc1,81321.4921875,81321.601507488
/tc2,81321.53125,81321.638882822
/tc1,81321.53125,81321.639454277
/tc2,81321.578125,81321.682407517
/tc1,81321.578125,81321.682894856
/tc2,81321.6171875,81321.720822895
/tc1,81321.6171875,81321.721454034
/tc2,81321.6484375,81321.757888691
/tc1,81321.6484375,81321.759022254
/tc2,81321.6953125,81321.800586512
/tc1,81321.6953125,81321.801165061
/tc2,81321.734375,81321.837749713
/tc1,81321.734375,81321.83815401
/tc2,81321.7734375,81321.881167374
/tc1,81321.7734375,81321.881740452
/tc2,81321.8203125,81321.924459783
/tc1,81321.8203125,81321.925030724
/tc2,81321.8515625,81321.961978157
/tc1,81321.8515625,81321.962582374
/tc2,81321.890625,81321.000148744
/tc1,81321.890625,81321.000775093
/tc2,81321.9296875,81321.03840618
/tc1,81321.9296875,81321.03891208
/tc2,81321.9765625,81321.081735913
/tc1,81321.9765625,81321.082251784
/tc2,81322.015625,81322.120865523
/tc1,81322.015625,81322.121463878
/tc2,81322.0546875,81322.158798648
/tc1,81322.0546875,81322.159394598
/tc2,81322.09375,81322.19825871
/tc1,81322.09375,81322.198870645
/tc2,81322.1328125,81322.241465939
/tc1,81322.1328125,81322.241934611
/tc2,81322.171875,81322.280314524
/tc1,81322.171875,81322.280883045
/tc2,81322.2109375,81322.318626646
/tc1,81322.2109375,81322.319125832
/tc2,81322.2578125,81322.361981884
/tc1,81322.2578125,81322.362466354
/tc2,81322.2890625,81322.398833955
/tc1,81322.2890625,81322.399461533
/tc2,81322.3359375,81322.443901431
/tc1,81322.3359375,81322.4444162
/tc2,81322.375,81322.482225759
/tc1,81322.375,81322.482839319
/tc2,81322.4140625,81322.520822428
/tc1,81322.4140625,81322.521303577
/tc2,81322.453125,81322.558941981
/tc1,81322.453125,81322.559475882
/tc2,81322.4921875,81322.602972536
/tc1,81322.4921875,81322.60362016
/tc2,81322.53125,81322.641674687
/tc1,81322.53125,81322.642397559
/tc2,81322.5703125,81322.679147347
/tc1,81322.5703125,81322.679774155
/tc2,81322.6171875,81322.723837331
/tc1,81322.6171875,81322.724434903
/tc2,81322.65625,81322.761580472
/tc1,81322.65625,81322.762695012
/tc2,81322.6953125,81322.798957293
/tc1,81322.6953125,81322.799518336
/tc2,81322.734375,81322.841435596
/tc1,81322.734375,81322.841980482
/tc2,81322.7734375,81322.87903826
/tc1,81322.7734375,81322.879588044
/tc2,81322.8125,81322.92225623
/tc1,81322.8125,81322.922855571
/tc2,81322.8515625,81322.959001292
/tc1,81322.8515625,81322.95943862
/tc2,81322.8984375,81322.00180199
/tc1,81322.8984375,81322.003221486
/tc2,81322.9296875,81322.039245836
/tc1,81322.9296875,81322.040268185
/tc2,81322.9765625,81322.08213892
/tc1,81322.9765625,81322.082723147
/tc2,81323.015625,81323.119761292
/tc1,81323.015625,81323.120193386
/tc2,81323.0546875,81323.162900753
/tc1,81323.0546875,81323.163450566
/tc2,81323.09375,81323.201471892
/tc1,81323.09375,81323.202051976
/tc2,81323.1328125,81323.239889632
/tc1,81323.1328125,81323.24107039
/tc2,81323.1796875,81323.283744852
/tc1,81323.1796875,81323.284198008
/tc2,81323.2109375,81323.32198636
/tc1,81323.2109375,81323.322811555
/tc2,81323.25,81323.359051724
/tc1,81323.25,81323.359566337
/tc2,81323.2890625,81323.397820133
/tc1,81323.2890625,81323.399057824
