/tc2,80360.4921875,80360.58935041
/tc1,80360.4921875,80360.590469116
/tc2,80360.5390625,80360.618640988
/tc1,80360.5390625,80360.619738507
/tc2,80360.5703125,80360.656612565
/tc1,80360.5703125,80360.657622412
/tc2,80360.6171875,80360.697919709
/tc1,80360.6171875,80360.699040231
/tc2,80360.65625,80360.736788093
/tc1,80360.65625,80360.739988477
/tc2,80360.6953125,80360.774253588
/tc1,80360.6953125,80360.774780298
/tc2,80360.734375,80360.817621584
/tc1,80360.734375,80360.818193036
/tc2,80360.7734375,80360.855962771
/tc1,80360.7734375,80360.856516205
/tc2,80360.8125,80360.893557015
/tc1,80360.8125,80360.894751495
/tc2,80360.8515625,80360.936585634
/tc1,80360.8515625,80360.938249371
/tc2,80360.890625,80360.975055298
/tc1,80360.890625,80360.975603978
/tc2,80360.9375,80360.018280698
/tc1,80360.9375,80360.018941067
/tc2,80360.9765625,80360.056713285
/tc1,80360.9765625,80360.057239351
/tc2,80361.0078125,80361.094347252
/tc1,80361.0078125,80361.094889145
/tc2,80361.0546875,80361.137135724
/tc1,80361.0546875,80361.137702687
/tc2,80361.09375,80361.17503949
/tc1,80361.09375,80361.176023064
/tc2,80361.1328125,80361.217258216
/tc1,80361.1328125,80361.218385228
/tc2,80361.171875,80361.255375127
/tc1,80361.171875,80361.255890903
/tc2,80361.21875,80361.298101985
/tc1,80361.21875,80361.298706144
/tc2,80361.25,80361.335198791
/tc1,80361.25,80361.33568357
/tc2,80361.296875,80361.378652346
/tc1,80361.296875,80361.379883216
/tc2,80361.3359375,80361.415775054
/tc1,80361.3359375,80361.416287023
/tc2,80361.3671875,80361.453572444
/tc1,80361.3671875,80361.454211115
/tc2,80361.4140625,80361.497351265
/tc1,80361.4140625,80361.497984562
/tc2,80361.453125,80361.535110123
/tc1,80361.453125,80361.536251679
/tc2,80361.4921875,80361.578131133
/tc1,80361.4921875,80361.578649599
/tc2,80361.53125,80361.616008219
/tc1,80361.53125,80361.616465775
/tc2,80361.5703125,80361.65385189
/tc1,80361.5703125,80361.654590781
/tc2,80361.6171875,80361.69861171
/tc1,80361.6171875,80361.699291076
/tc2,80361.65625,80361.73751061
/tc1,80361.65625,80361.738889134
/tc2,80361.6953125,80361.776269653
/tc1,80361.6953125,80361.776829388
/tc2,80361.734375,80361.814219742
/tc1,80361.734375,80361.814923712
/tc2,80361.7734375,80361.857455171
/tc1,80361.7734375,80361.85812786
/tc2,80361.8125,80361.895344417
/tc1,80361.8125,80361.895846198
/tc2,80361.8515625,80361.938091397
/tc1,80361.8515625,80361.938827622
/tc2,80361.890625,80361.975521989
/tc1,80361.890625,80361.976643153
/tc2,80361.9375,80361.0184393
/tc1,80361.9375,80361.018979027
/tc2,80361.9765625,80361.05719777
/tc1,80361.9765625,80361.058410046
